sample	classified	stage
RS1	3.44873832779855	aSeeds
RS2	3.54117842712208	aSeeds
RS3	3.9834534779589	aSeeds
RG1	1.11973971094732	bGerminating
RG2	1.07456360691171	bGerminating
RG3	0.6667814940081	bGerminating
RP1	23.3296144262431	cSeedlings
RP2	23.329269410263	cSeedlings
RP3	23.081002940789	cSeedlings
