COGs	BG1	BG2	BG3	BP1	BP2	BP3	BS1	BS2	BS3	RG1	RG2	RG3	RP1	RP2	RP3	RS1	RS2	RS3
COG2965	0	0	1.0	0	0	2.0	40.3	0	1.0	0	0	0	11.7	14.3	28.6	1.0	9.0	0
COG2966	5.0	31.0	112.2	6.3	20.0	66.7	48.9	13.0	13.5	2.0	3.2	2.0	1.0	1.0	7.0	8.7	13.8	14.8
COG2967	82.9	23.5	23.8	153.2	140.8	107.4	25.4	61.6	22.2	1.0	2.0	1.0	16.5	12.4	9.4	3.8	3.3	2.2
COG2968	0	5.0	12.0	1.0	125.5	19.0	173.0	2.0	27.0	1.0	0	1.0	33.9	40.1	65.6	9.2	18.8	11.9
COG2969	86.0	19.3	27.8	21.2	11.8	41.4	33.8	1.3	7.3	2.0	1.0	2.9	25.1	17.7	28.4	1.0	4.2	1.2
COG2971	150.0	93.3	28.1	1390.0	1998.0	1231.0	43.2	3.0	46.3	1.0	0	2.0	12.7	35.7	78.8	19.2	15.7	7.9
COG2972	3.2	27.3	7.4	40.6	34.8	39.5	5.7	2.7	22.0	1.4	2.0	1.6	16.1	24.5	12.8	3.2	4.1	2.8
COG2973	0	0	0	0	0	5.0	54.0	1.5	0	0	0	0	10.1	14.1	32.5	16.0	10.4	7.4
COG2974	76.1	26.7	39.1	88.8	81.8	155.3	84.5	144.9	18.7	1.7	1.0	5.0	62.9	68.6	79.6	7.1	9.4	4.3
COG2975	32.0	11.0	3.3	4.7	9.0	5.0	22.0	83.0	6.0	0	1.0	0	4.0	6.2	4.7	5.2	15.0	7.2
COG2976	142.6	40.0	28.7	35.3	30.7	98.7	74.7	132.1	8.6	1.0	1.5	2.5	38.8	34.9	35.8	4.7	8.2	6.1
COG2977	50.1	33.1	29.8	97.0	97.2	114.6	75.4	215.4	37.1	1.0	0	1.0	40.0	26.9	32.6	10.7	6.9	3.8
COG2978	13.0	48.2	57.0	19.4	24.8	55.8	200.3	1.2	21.3	3.2	3.1	3.5	291.2	80.0	150.7	5.9	6.8	5.4
COG2979	18.1	3.9	18.9	15.0	28.5	28.4	73.8	160.7	10.9	1.0	1.5	1.0	44.5	27.1	43.2	1.4	5.5	3.4
COG2980	41.6	59.1	34.3	68.8	58.1	57.4	94.5	207.3	13.2	1.5	1.0	2.0	61.1	37.8	41.7	5.3	8.6	4.1
COG2981	60.9	7.1	20.5	23.8	22.2	39.4	59.0	92.2	3.4	1.0	1.0	2.0	34.2	38.9	43.2	2.8	2.0	3.3
COG2982	183.5	14.2	80.4	44.2	93.5	143.4	142.7	185.6	15.3	2.8	2.5	2.2	107.1	93.4	123.6	10.2	17.8	12.3
COG2983	20.7	12.0	16.4	10.0	9.9	17.0	39.3	67.4	7.1	1.0	1.0	1.0	30.2	25.7	29.5	8.6	11.0	5.8
COG2984	126.0	1.6	28.5	21.4	22.1	30.8	80.2	382.8	11.8	2.5	2.0	0	32.6	36.0	37.7	3.0	3.8	6.8
COG2985	2.0	61.6	1.0	8.2	154.6	69.1	105.9	3.9	2.0	1.6	1.3	1.7	63.6	14.7	64.9	20.8	16.2	7.6
COG2986	65.2	23.1	32.1	156.7	159.6	209.4	79.7	158.8	31.0	6.7	5.2	4.2	94.9	98.6	117.8	14.2	16.6	15.2
COG2987	162.1	2.6	38.5	22.3	25.4	129.6	134.8	82.0	13.1	2.0	1.4	3.3	99.1	106.8	143.0	7.6	10.3	10.7
COG2988	140.1	8.6	52.0	42.0	56.9	50.0	159.9	382.7	7.8	0	1.0	1.0	42.4	40.2	47.9	6.7	9.0	7.7
COG2989	4.0	132.2	102.8	28.5	31.1	32.1	169.8	292.6	9.8	1.7	2.0	2.5	73.0	75.1	102.2	2.6	18.9	3.8
COG2990	139.0	146.0	85.7	18.0	0	57.0	2.0	2.0	0	2.3	1.0	3.2	51.0	36.5	62.7	29.4	13.9	20.0
COG2991	0	0	0	0	0	8.1	2.0	1.0	0	0	0	0	2.0	0	2.0	0	0	0
COG2992	0	0	3.0	28.0	12.6	74.0	1.0	1.0	0	0	0	0	7.0	0	29.0	2.0	0	0
COG2993	0	1.0	29.0	0	0	0	0	0	23.0	0	1.0	2.5	34.9	42.2	38.1	1.6	3.5	4.1
COG2994	0	0	74.0	0	1.0	41.9	62.2	4.0	6.0	0	0	1.0	20.2	1.3	8.7	2.0	0	0
COG2995	51.1	56.6	53.6	16.2	44.0	48.0	67.5	181.1	3.1	2.1	3.3	2.0	93.8	48.5	64.8	6.4	9.2	4.5
COG2996	6.7	6.7	20.3	45.1	21.2	117.1	144.6	258.0	16.4	0	1.0	1.0	60.3	46.1	52.9	1.0	4.1	3.1
COG2998	4.7	5.0	6.0	0	2.0	2.0	4.7	4.3	4.6	3.2	5.8	7.5	5.2	12.0	20.0	14.6	20.8	20.0
COG2999	0	0	97.0	0	14.1	52.0	0	0	29.0	1.0	1.6	1.6	28.0	14.9	39.4	18.2	11.8	13.4
COG3000	3.6	4.7	15.6	3.6	30.4	12.5	30.8	9.4	6.1	4.6	4.9	4.6	182.0	43.1	19.8	17.1	19.0	19.2
COG3001	2.0	3.8	5.2	1.0	76.3	2.0	11.3	4.3	7.8	1.8	2.3	2.7	64.2	11.1	43.4	7.8	10.5	8.7
COG3002	0	1.0	2.4	102.7	29.1	509.4	0	0	0	0	0	0	305.7	64.0	41.0	0	1.0	8.0
COG3004	74.7	96.0	28.3	254.3	269.3	133.4	60.3	73.7	26.6	1.7	2.0	1.9	60.7	51.8	56.0	12.5	15.5	15.9
COG3005	0	1.0	1.0	0	0	28.0	4.5	2.0	2.5	0	0	1.0	0	0	0	1.0	1.0	4.0
COG3006	0	155.0	130.3	11.0	22.0	4.0	0	0	0	2.0	1.6	3.1	92.0	67.7	101.7	25.6	12.6	5.5
COG3007	136.6	0	43.8	15.0	0	74.8	2.3	2.0	14.0	0	0	1.0	72.5	33.7	29.9	1.9	2.0	4.2
COG3008	26.0	107.3	72.8	29.7	64.9	142.9	113.0	202.4	7.2	3.9	1.4	2.4	119.8	73.8	95.5	26.2	34.1	20.3
COG3009	104.5	20.5	11.3	26.0	15.8	86.5	76.6	144.0	8.1	2.6	1.0	1.6	35.7	33.4	31.5	7.6	6.2	2.8
COG3010	0	0	1.0	0	9.6	65.5	0	0	0	0	0	1.0	15.0	0	1.0	1.6	1.0	1.4
COG3011	2.0	1.8	5.4	9.0	7.2	5.3	3.2	3.0	7.3	1.2	1.0	1.5	24.8	14.5	20.6	2.0	1.3	2.4
COG3012	85.0	21.3	24.3	126.5	117.3	113.6	50.8	90.3	24.0	1.0	1.7	0	22.6	20.3	25.0	4.5	4.2	4.6
COG3013	0	0	96.0	0	23.0	2.0	98.0	0	0	1.0	0	1.0	12.1	6.7	26.9	2.0	2.0	3.5
COG3014	1.5	3.6	29.7	43.1	36.7	16.7	167.1	587.6	1.7	1.0	0	1.4	40.0	147.1	201.6	1.0	4.8	3.7
COG3015	0	0	0	0	29.0	9.3	0	0	5.6	2.0	0	4.0	10.9	1.0	5.9	3.0	2.8	1.0
COG3016	0	0	39.1	29.0	31.4	28.3	122.7	355.4	4.3	1.0	1.0	0	32.8	87.4	61.3	1.7	5.0	10.9
COG3017	107.9	39.5	29.3	24.6	38.6	63.4	56.2	160.8	3.0	3.3	1.0	0	34.1	27.6	33.8	7.8	9.7	6.3
COG3019	42.7	10.4	20.2	3.5	8.7	18.1	64.2	123.1	6.3	0	0	0	23.9	19.8	25.2	7.7	6.4	3.6
COG3021	2.0	172.0	198.0	9.0	17.7	71.0	81.4	0	16.2	3.7	1.0	2.9	19.3	38.3	41.4	11.4	15.7	8.9
COG3022	93.3	31.1	15.6	48.1	41.1	91.6	77.6	138.6	15.9	1.5	1.3	1.0	38.0	30.1	42.1	6.5	6.1	5.5
COG3023	90.2	46.7	29.1	104.2	96.7	146.0	42.5	68.4	20.3	1.0	1.4	1.6	52.8	34.8	47.4	5.8	14.3	6.8
COG3024	27.0	11.0	2.2	1.0	2.9	5.2	20.0	1.0	0	0	0	0	4.4	4.9	10.2	4.6	4.2	3.5
COG3025	178.2	70.6	40.6	186.3	159.6	240.6	150.9	143.8	34.6	2.4	2.4	1.4	95.3	82.5	112.1	13.2	21.4	18.0
COG3026	106.2	38.6	16.2	18.3	20.3	55.0	106.8	119.2	11.4	1.0	0	2.0	44.1	34.3	43.6	8.7	13.8	12.4
COG3027	18.5	1.0	8.8	6.3	24.7	10.3	57.8	88.4	3.7	1.4	1.0	1.0	30.0	34.7	30.8	5.4	4.0	4.3
COG3028	32.4	8.3	28.9	24.8	30.3	28.7	44.6	132.5	9.0	1.0	2.9	1.8	51.8	41.4	40.2	7.3	8.8	8.2
COG3029	0	0	0	11.0	0	0	50.0	0	0	0	0	0	3.0	0	9.0	1.0	1.6	2.0
COG3030	227.0	62.1	55.6	320.9	269.4	219.5	91.3	103.2	70.4	1.0	1.0	1.3	100.3	36.5	50.2	3.9	5.3	5.8
COG3031	0	0	0	0	0	4.0	0	1.0	34.0	0	0	0	0	0	0	0	0	0
COG3033	0	0	308.0	0	0	0	2.0	0	13.3	0	0	0	0	0	0	3.4	6.3	7.1
COG3034	1.8	3.0	5.3	6.8	8.0	52.0	35.6	37.9	8.3	0	1.5	0	26.1	25.8	24.8	22.1	5.7	1.8
COG3036	12.0	0	2.0	2.4	3.4	6.0	7.5	46.0	0	0	0	2.0	46.8	6.2	13.2	1.0	5.2	3.0
COG3037	14.0	85.0	198.6	12.8	14.4	44.0	185.0	0	1.0	1.9	1.5	1.0	52.6	48.3	64.8	1.4	13.5	3.0
COG3038	34.4	13.1	24.9	20.4	13.4	41.6	69.7	132.2	8.5	1.7	1.8	1.4	27.3	24.0	22.6	2.8	5.6	2.4
COG3039	1.0	2.0	29.7	7.0	0	37.4	2.5	5.0	6.0	0	0	1.0	2.0	36.5	6.0	1.8	7.5	3.8
COG3040	106.3	1.0	20.7	20.6	13.8	67.8	2.0	1.0	15.9	1.0	1.0	1.0	29.3	16.7	20.7	1.4	2.4	2.1
COG3041	41.1	7.0	13.4	94.1	53.8	14.7	0	122.0	0	0	0	1.0	3.0	15.0	9.3	1.0	1.0	0
COG3042	26.5	19.6	3.7	129.3	154.7	36.9	6.3	1.5	30.3	0	1.0	0	11.4	44.0	19.8	3.0	1.9	2.0
COG3043	0	0	0	0	0	23.0	1.0	9.0	1.0	0	0	0	0	0	0	0	0	0
COG3044	3.5	4.4	13.7	0	4.0	1.6	12.8	7.9	10.6	12.0	7.8	13.0	2.0	0	4.0	54.2	58.1	37.7
COG3045	30.5	47.2	15.5	12.2	10.5	27.1	86.4	230.0	1.0	1.0	0	1.0	21.3	21.2	27.2	13.0	11.3	5.7
COG3046	2.0	2.0	25.9	79.3	24.2	411.0	169.3	450.0	7.7	0	0	0	28.3	80.1	105.5	2.3	8.9	6.0
COG3047	123.9	25.6	18.0	154.9	31.8	71.8	32.9	111.9	16.1	1.0	1.3	2.7	29.7	22.9	40.1	3.6	4.5	3.0
COG3048	18.0	66.0	49.0	4.0	34.1	13.4	222.0	2.0	1.0	0	1.0	0	43.1	28.8	37.5	16.0	12.3	4.5
COG3049	0	0	0	0	1.0	1.0	8.0	79.5	18.7	0	0	0	0	49.0	0	0	0	0
COG3050	0	35.0	0	0	4.0	8.0	0	0	0	0	0	1.0	47.1	32.8	51.1	6.4	5.6	9.4
COG3051	0	0	350.0	0	25.0	51.0	0	0	0	0	0	0	0	0	0	0	0	0
COG3052	0	0	46.0	0	11.0	0	0	0	0	0	0	0	0	0	0	0	0	0
COG3053	0	0	122.6	0	46.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
COG3054	30.0	55.1	9.7	174.8	278.6	139.0	35.1	3.1	24.6	1.5	1.0	2.0	32.1	11.7	29.9	10.1	7.3	6.0
COG3056	2.0	69.0	36.1	1.0	9.0	70.0	1.0	1.0	0	0	0	1.0	21.3	28.0	54.2	4.0	9.0	7.0
COG3057	0	84.0	1.0	0	1.0	76.0	46.2	0	0	1.0	0	2.0	59.3	32.9	48.5	7.0	12.6	2.5
COG3058	138.4	0	37.5	15.1	8.4	72.3	18.0	338.2	3.0	0	1.0	1.7	50.4	52.5	83.8	1.0	8.2	2.5
COG3059	0	0	17.0	12.8	14.1	0	20.0	200.6	5.1	0	0	0	0	0	0	0	0	0
COG3060	0	0	0	0	83.0	2.0	34.0	0	1.0	0	1.0	1.0	52.0	13.2	25.9	7.0	9.3	7.7
COG3061	0	0	0	0	11.0	0	0	0	0	0	2.0	0	87.1	24.9	46.0	14.0	3.6	5.3
COG3062	0	0	0	0	0	4.0	0	0	3.0	0	0	0	0	0	0	0	0	0
COG3063	194.0	0	35.8	20.6	39.0	44.0	135.9	222.4	9.8	1.0	1.0	2.0	46.3	54.4	53.5	8.1	8.9	11.5
COG3064	0	0	266.0	0	21.3	134.5	0	1.0	1.8	3.0	0	1.3	113.3	56.6	80.2	2.5	18.2	1.5
COG3065	0	29.6	3.0	2.0	83.0	24.0	5.0	0	1.0	2.0	1.0	1.0	31.7	24.8	42.6	3.7	6.3	2.6
COG3066	0	73.0	73.4	0	22.0	18.0	1.0	0	0	1.0	0	1.0	21.0	19.6	41.2	8.3	19.9	50.0
COG3067	0	4.0	31.2	18.6	14.9	9.4	254.6	278.0	1.4	1.0	2.0	0	18.9	45.6	93.4	3.2	5.4	4.1
COG3068	310.0	129.3	62.8	1688.6	1136.7	752.3	170.0	8.0	179.5	1.0	2.1	4.9	101.1	55.8	96.9	9.8	21.1	21.3
COG3069	0	0	1.6	22.0	7.0	157.1	1.4	1.0	0	0	0	0	20.8	5.0	19.3	4.0	1.5	0
COG3070	24.0	8.0	6.7	5.4	7.8	17.4	21.3	27.0	8.6	1.0	1.0	0	4.5	13.4	14.8	0	1.0	2.6
COG3071	226.4	18.8	91.6	64.1	55.5	116.3	114.0	56.2	24.7	1.5	3.0	2.7	90.7	66.2	98.3	15.0	12.6	11.5
COG3072	113.1	13.3	125.5	103.1	102.5	175.5	197.3	167.6	25.4	1.1	1.7	4.1	180.8	115.0	201.9	34.2	27.9	26.2
COG3073	99.6	39.4	13.3	25.9	22.2	80.1	77.6	99.1	3.0	1.0	3.0	1.0	38.3	31.5	46.4	13.7	12.4	7.7
COG3074	0	10.0	0	0	58.0	4.5	21.0	1.0	1.0	1.0	1.0	1.0	20.6	18.9	27.4	3.0	5.0	3.2
COG3075	0	0	0	1.0	37.0	28.0	1.0	0	0	0	0	0	4.0	0	11.0	0	1.0	0
COG3076	0	38.0	0	0	0	83.0	0	0	0	1.0	0	1.0	49.0	19.0	51.3	4.2	5.8	6.1
COG3077	26.3	12.5	5.8	102.4	69.8	33.1	5.4	1.0	11.5	0	0	0	6.8	5.8	5.0	0	0	1.0
COG3078	0	78.0	0	2.0	162.0	1.0	2.0	0	0	1.7	0	1.2	26.1	16.2	41.8	1.0	9.1	1.8
COG3079	72.3	35.8	15.8	22.3	18.6	38.0	72.9	115.0	4.8	1.0	2.0	1.0	33.4	36.4	37.7	10.8	13.4	7.7
COG3080	0	0	0	10.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COG3081	109.6	10.3	40.0	28.4	45.0	48.9	106.7	116.8	12.1	1.6	1.5	1.8	71.9	54.3	57.9	11.3	10.4	8.7
COG3082	0	1.0	0	0	23.0	0	0	0	0	2.0	1.0	1.0	58.4	22.5	49.3	5.6	3.9	7.0
COG3083	5.0	6.0	168.4	31.5	229.5	25.2	316.0	0	4.5	2.4	1.2	2.5	77.5	47.6	94.9	18.3	23.4	40.3
COG3084	0	0	0	0	8.0	45.0	34.0	0	0	0	1.0	0	27.0	8.9	17.9	1.0	13.0	3.0
COG3085	0	0	0	0	0	7.0	0	0	0	0	0	1.0	11.2	16.0	32.0	7.0	10.3	3.0
COG3086	0	62.0	0	0	0	0	57.0	0	7.0	0	0	1.0	10.8	10.0	23.5	16.0	19.5	33.0
COG3087	86.2	77.1	30.8	27.0	100.8	68.7	36.3	242.9	5.9	0	1.0	1.8	47.5	50.4	55.4	15.3	16.1	12.6
COG3088	65.5	21.2	12.0	20.9	9.4	50.4	40.9	161.6	5.6	1.0	2.0	2.0	38.8	19.3	26.8	2.5	3.4	3.4
COG3089	21.0	2.7	1.5	4.2	6.2	7.4	2.5	33.6	3.1	0	0	0	19.7	7.5	11.0	1.4	2.5	2.0
COG3090	147.6	11.6	16.2	37.7	17.9	86.6	21.5	110.9	5.5	1.7	1.2	1.0	39.6	46.2	43.9	2.8	4.5	2.7
COG3091	53.4	58.7	11.8	9.1	12.2	19.1	69.0	130.5	1.5	1.0	1.0	1.0	19.6	19.1	20.8	9.7	7.0	7.4
COG3092	0	22.4	38.8	0	86.0	3.0	36.1	0	0	1.0	0	1.7	48.6	24.7	41.3	10.9	10.3	6.6
COG3093	29.3	18.1	4.3	48.3	35.2	34.0	72.7	205.0	16.9	0	1.0	2.0	16.9	15.6	15.7	6.6	10.1	3.5
COG3094	0	0	0	0	49.0	3.0	65.0	0	8.0	1.0	2.7	0	8.0	7.3	17.7	1.0	3.6	2.5
COG3095	0	49.0	0	0	0	0	1.0	0	0	0	0	2.1	75.4	16.3	60.5	1.5	2.2	3.0
COG3096	0	581.0	428.1	1.0	29.0	6.9	1.1	1.9	0	1.8	2.0	2.4	104.4	71.0	172.4	42.2	26.9	19.2
COG3097	0	0	0	0	12.0	2.0	0	0	1.0	0	1.0	0	2.0	3.0	9.0	0	0	0
COG3098	38.0	4.0	4.3	10.2	9.8	20.7	24.0	87.4	7.9	0	2.0	5.0	24.0	9.3	22.3	5.0	8.1	4.6
COG3099	50.0	51.3	38.7	633.0	680.0	194.1	56.0	2.0	126.0	0	0	2.0	20.0	4.5	10.3	8.5	9.3	8.7
COG3100	30.7	36.8	9.6	92.4	86.9	78.9	26.7	33.3	31.6	0	1.0	3.5	26.0	17.7	21.7	11.0	2.7	1.4
COG3101	0	0	71.0	0	103.0	9.0	0	0	1.0	1.0	0	3.2	38.7	28.0	47.4	10.4	10.0	11.7
COG3102	0	0	76.0	0	11.0	57.0	1.0	0	0	1.0	0	0	14.0	12.3	18.2	2.0	1.3	1.0
COG3103	112.1	124.4	23.2	720.3	334.7	169.8	48.1	3.2	142.2	1.0	3.7	1.3	39.7	33.0	40.1	8.8	17.1	12.2
COG3104	33.2	45.3	22.9	396.9	314.6	247.6	28.3	8.9	36.3	6.4	6.4	4.4	76.4	40.9	59.8	24.8	26.2	24.7
COG3105	38.8	4.0	17.0	12.9	11.2	43.3	58.9	146.5	6.7	0	1.0	2.5	44.8	19.0	26.1	1.0	1.2	1.8
COG3106	93.0	155.8	8.4	741.0	308.6	194.0	15.6	3.7	69.3	0	2.0	1.0	31.9	46.3	62.9	32.0	12.1	5.1
COG3107	210.1	77.3	90.3	74.9	40.4	195.5	165.1	283.8	14.1	1.4	1.9	4.9	100.0	80.8	113.1	16.7	16.6	19.4
COG3108	0	0	90.0	0	6.1	10.0	0	2.0	1.0	3.0	1.0	2.1	24.1	24.8	51.8	3.0	15.5	1.3
COG3109	76.0	99.0	33.7	13.6	16.3	47.1	1.6	2.0	2.3	2.0	2.5	5.0	68.4	71.3	68.2	11.9	8.2	8.6
COG3110	0	0	99.0	0	18.0	0	104.0	1.0	0	0	0	2.2	57.5	18.0	31.7	2.0	19.3	1.7
COG3111	35.0	38.0	3.1	6.5	6.6	36.1	3.0	7.0	9.0	1.0	1.0	1.0	14.0	13.8	18.5	6.8	5.9	2.7
COG3112	26.0	37.0	32.3	74.3	247.0	140.0	5.7	0	11.0	0	0	3.5	33.9	21.2	43.2	11.0	12.1	17.5
COG3113	0	28.0	0	0	5.0	0	0	0	0	0	1.0	0	48.1	3.6	18.6	1.0	1.9	1.0
COG3114	4.0	0	6.0	2.8	3.0	2.2	12.0	12.8	0	0	0	0	3.7	3.9	5.0	0	1.6	0
COG3115	26.3	6.7	14.9	27.2	23.0	62.9	105.1	164.3	7.4	1.5	1.5	2.6	43.5	33.6	55.6	1.5	5.0	3.5
COG3116	36.0	1.0	8.0	7.3	8.2	36.3	31.7	91.8	1.8	0	0	0	9.5	10.3	13.7	1.5	5.2	1.5
COG3117	43.6	49.3	17.7	17.0	14.0	25.6	48.8	168.4	10.8	1.9	1.4	1.0	34.4	35.8	38.3	2.2	7.7	1.5
COG3118	112.0	79.4	44.2	30.2	19.1	29.3	68.7	124.5	9.1	2.1	1.5	1.0	60.7	50.1	66.9	7.2	7.9	5.6
COG3119	41.5	8.6	24.6	41.8	40.7	83.0	71.6	124.5	6.9	6.2	4.9	4.8	87.0	96.7	64.5	18.6	21.4	19.8
COG3120	0	0	45.0	0	0	0	0	1.0	0	0	1.0	1.0	25.6	16.3	34.5	3.0	2.3	3.6
COG3121	19.8	10.6	47.6	43.6	32.2	72.3	111.5	84.8	5.0	1.0	1.2	1.2	47.6	36.0	50.6	11.0	10.2	16.8
COG3122	90.2	1.0	25.5	9.4	14.5	14.2	54.9	205.6	15.1	1.5	1.0	1.0	21.2	23.5	24.6	1.7	4.7	1.3
COG3123	29.3	3.0	5.6	9.8	7.1	27.7	20.0	25.8	0	0	0	1.0	10.4	12.2	16.5	3.5	2.4	1.8
COG3124	24.2	36.3	22.5	23.1	12.2	76.3	88.6	113.1	7.1	1.2	0	0	24.6	20.4	23.1	8.5	8.2	3.8
COG3125	58.9	25.6	15.1	91.0	76.8	124.2	37.1	49.3	82.4	1.3	2.0	1.0	30.2	23.4	28.7	2.3	1.5	1.7
COG3126	30.1	4.0	23.3	13.2	12.5	24.3	34.5	153.8	3.1	1.0	1.4	1.0	29.6	18.1	23.6	2.0	11.5	2.7
COG3127	46.0	13.2	88.3	86.3	74.2	214.3	196.7	345.9	31.2	2.9	1.3	1.8	87.4	83.5	108.4	3.4	7.1	4.6
COG3128	0	5.0	16.9	28.2	15.8	45.4	96.4	216.5	1.0	0	1.0	0	48.6	40.1	38.6	1.2	8.7	4.9
COG3129	40.2	25.7	15.6	19.1	38.4	92.0	50.6	79.1	11.2	3.3	3.4	4.6	40.7	33.8	50.1	15.0	18.7	12.4
COG3130	32.0	5.4	11.2	13.0	8.0	23.6	12.9	10.0	4.6	0	0	0	3.0	1.0	0	4.0	2.0	0
COG3131	95.7	36.9	52.0	60.7	56.8	145.2	115.2	198.9	6.2	2.7	2.5	4.8	130.5	72.9	116.6	14.2	9.7	13.6
COG3132	79.0	17.0	24.0	19.2	14.6	58.1	59.4	197.5	1.5	2.0	0	0	25.5	20.0	27.0	6.2	9.2	7.1
COG3133	48.0	51.5	23.7	204.0	180.2	196.8	56.9	70.8	90.6	4.1	0	1.0	18.3	20.3	28.2	8.8	5.8	4.4
COG3134	11.1	0	26.6	19.8	18.8	13.5	58.9	137.6	11.0	2.0	1.0	1.0	32.3	29.3	26.0	1.8	5.3	2.7
COG3135	119.5	24.4	43.3	109.8	79.5	101.4	85.7	210.1	25.0	2.0	1.8	1.8	72.3	45.0	40.8	3.8	4.7	9.6
COG3136	0	0	12.0	11.7	11.6	3.0	42.9	222.0	0	0	2.0	0	15.0	13.8	15.6	1.0	1.0	2.3
COG3137	0	49.5	0	4.0	61.5	6.3	2.0	1.6	21.2	2.0	0	2.8	82.0	25.5	55.0	9.5	15.8	14.9
COG3138	66.9	10.1	22.5	48.0	56.8	105.6	136.2	262.5	12.3	1.0	1.6	1.4	38.0	38.7	51.4	1.8	4.9	5.6
COG3139	19.0	13.9	6.1	4.8	4.9	21.5	28.9	76.0	5.5	0	1.0	1.0	17.9	10.8	20.5	5.9	4.3	3.3
COG3140	0	9.0	12.0	0	0	7.0	0	0	0	0	0	0	2.0	0	11.0	1.0	1.9	2.0
COG3141	33.1	5.0	9.1	24.2	21.7	31.4	50.5	87.0	14.2	1.0	1.0	1.0	12.9	17.8	18.2	0	2.1	1.5
COG3142	10.7	55.4	21.5	2.0	34.1	19.6	4.6	9.7	6.0	0	1.0	2.0	35.5	35.2	63.0	4.0	4.3	2.1
COG3143	126.0	24.8	41.1	43.9	38.7	74.5	66.8	152.2	13.1	2.3	1.0	2.0	54.9	25.1	39.0	2.4	4.8	4.3
COG3144	95.1	35.2	23.2	66.3	47.6	97.5	101.8	108.9	4.4	1.0	1.0	1.8	58.9	52.3	77.7	8.0	10.2	7.2
COG3145	19.5	15.8	13.2	93.5	122.1	70.0	27.0	25.4	15.8	4.1	3.7	5.0	15.8	19.1	19.4	16.3	16.1	13.2
COG3146	149.4	11.2	26.8	23.4	16.6	52.6	53.6	255.6	12.3	1.5	1.3	2.0	79.3	65.4	86.9	2.7	13.4	3.3
COG3147	65.2	72.6	22.6	24.2	40.4	56.1	60.1	148.2	4.6	1.0	0	5.0	22.1	21.5	33.2	20.3	13.9	9.9
COG3148	55.6	27.3	17.5	19.1	15.0	41.8	37.0	141.5	11.1	2.0	1.3	7.0	35.2	34.1	32.2	16.3	9.3	7.2
COG3149	0	0	21.0	10.0	7.5	7.0	86.7	373.0	0	0	1.0	0	7.2	25.6	26.3	1.0	4.0	1.0
COG3150	151.2	51.9	53.9	374.7	352.2	259.4	106.7	122.1	51.4	1.4	2.0	1.0	49.7	29.3	41.3	1.9	3.4	2.4
COG3151	116.9	53.2	29.6	341.7	318.2	175.4	25.8	3.7	41.6	1.0	1.0	1.0	45.4	20.0	27.1	2.4	4.3	4.0
COG3152	2.0	9.1	8.8	10.8	31.5	18.2	75.7	110.2	9.5	2.0	1.0	2.0	61.6	53.5	56.6	4.5	7.9	3.9
COG3153	0	86.0	23.3	0	16.0	0	2.0	11.1	2.0	2.0	0	0	3.0	8.0	23.1	4.4	5.9	7.5
COG3154	0	1.0	117.0	10.0	44.7	0	0	0	18.0	1.5	1.0	1.9	147.9	56.5	99.2	1.4	14.0	2.4
COG3155	64.4	4.5	26.5	25.2	24.6	34.7	79.6	193.7	2.0	1.0	0	0	50.0	46.1	56.3	1.6	1.4	3.2
COG3156	0	0	13.9	8.3	17.7	3.1	127.7	166.4	8.1	1.5	0	0	21.5	25.9	24.0	1.9	2.8	2.5
COG3157	5.5	32.6	23.5	65.9	94.9	89.3	58.8	74.8	44.9	1.0	1.0	2.0	28.6	17.0	26.1	2.4	2.2	2.1
COG3158	110.5	53.2	18.7	92.7	84.9	170.7	77.2	115.1	14.0	4.9	6.0	3.6	67.6	62.9	85.1	16.9	24.3	20.7
COG3159	404.0	299.0	56.7	434.5	423.0	360.3	93.2	162.3	78.8	0	0	0	42.2	40.6	44.9	7.8	10.0	6.0
COG3160	104.4	46.5	28.3	87.1	70.3	92.1	43.7	66.6	14.7	1.0	2.0	3.0	64.0	28.7	43.4	1.0	5.1	1.2
COG3161	78.1	54.8	39.6	16.2	30.4	68.9	51.8	140.1	5.2	1.0	1.4	1.5	36.0	29.7	38.9	14.2	7.7	4.1
COG3162	46.1	31.0	25.2	277.2	478.1	232.9	21.5	3.5	51.5	2.0	2.0	1.7	33.8	9.7	17.3	2.5	2.4	3.1
COG3164	479.7	9.9	183.0	44.2	38.4	210.9	213.1	146.6	21.4	1.5	2.8	2.1	175.4	149.7	203.6	3.1	9.4	10.2
COG3165	100.0	5.5	38.6	26.4	20.8	30.5	117.5	432.0	23.4	2.5	1.4	0	36.3	44.3	57.8	10.5	10.6	6.6
COG3166	118.0	25.0	13.3	48.8	17.6	98.2	37.5	77.4	4.9	1.0	0	0	40.8	31.7	28.6	3.1	3.1	2.5
COG3167	0	1.0	9.4	22.1	12.9	24.4	74.1	113.7	7.4	1.0	0	0	9.2	28.7	49.8	2.0	1.3	2.5
COG3168	12.5	5.1	12.1	22.2	19.4	23.4	46.0	143.3	2.9	0	0	1.0	13.0	35.3	68.2	1.0	2.0	3.5
COG3169	0	0	0	0	0	0	1.0	0	2.0	0	0	0	8.0	10.0	13.0	1.0	3.0	2.0
