Genus_id	Kingdom	Phylum	Class	Order	Family	Genus
NOG154170	Bacteria	Proteobacteria	J	J	J	J
NOG154235	Bacteria	Proteobacteria	S	S	S	S
NOG154293	Bacteria	Proteobacteria	S	S	S	S
NOG15433	Bacteria	Proteobacteria	S	S	S	S
NOG154359	Bacteria	Proteobacteria	S	S	S	S
NOG154387	Bacteria	Proteobacteria	S	S	S	S
NOG154480	Bacteria	Proteobacteria	S	S	S	S
NOG15456	Bacteria	Proteobacteria	S	S	S	S
NOG154681	Bacteria	Proteobacteria	S	S	S	S
NOG154712	Bacteria	Proteobacteria	S	S	S	S
NOG154741	Bacteria	Proteobacteria	S	S	S	S
NOG15482	Bacteria	Proteobacteria	S	S	S	S
NOG154826	Bacteria	Proteobacteria	S	S	S	S
NOG154828	Bacteria	Proteobacteria	S	S	S	S
NOG154836	Bacteria	Proteobacteria	S	S	S	S
NOG154974	Bacteria	Proteobacteria	R	R	R	R
NOG15506	Bacteria	Proteobacteria	S	S	S	S
NOG15507	Bacteria	Proteobacteria	S	S	S	S
NOG155082	Bacteria	Proteobacteria	S	S	S	S
