Genus_id	Kingdom	Phylum	Class	Order	Family	Genus
NOG111144	Bacteria	Proteobacteria	R	R	R	R
NOG111168	Bacteria	Proteobacteria	S	S	S	S
NOG111193	Bacteria	Proteobacteria	S	S	S	S
NOG11127	Bacteria	Proteobacteria	S	S	S	S
NOG111276	Bacteria	Proteobacteria	S	S	S	S
NOG11130	Bacteria	Proteobacteria	G	G	G	G
NOG111312	Bacteria	Proteobacteria	S	S	S	S
NOG111329	Bacteria	Proteobacteria	S	S	S	S
NOG111350	Bacteria	Proteobacteria	S	S	S	S
NOG111352	Bacteria	Proteobacteria	S	S	S	S
NOG11138	Bacteria	Proteobacteria	E	E	E	E
NOG111391	Bacteria	Proteobacteria	S	S	S	S
NOG11141	Bacteria	Proteobacteria	K	K	K	K
NOG111410	Bacteria	Proteobacteria	S	S	S	S
NOG111423	Bacteria	Proteobacteria	S	S	S	S
NOG11143	Bacteria	Proteobacteria	S	S	S	S
NOG111433	Bacteria	Proteobacteria	S	S	S	S
NOG111452	Bacteria	Proteobacteria	S	S	S	S
NOG111464	Bacteria	Proteobacteria	S	S	S	S
NOG111479	Bacteria	Proteobacteria	S	S	S	S
NOG11148	Bacteria	Proteobacteria	S	S	S	S
NOG111484	Bacteria	Proteobacteria	S	S	S	S
NOG111504	Bacteria	Proteobacteria	S	S	S	S
NOG111509	Bacteria	Proteobacteria	S	S	S	S
NOG111545	Bacteria	Proteobacteria	S	S	S	S
NOG11155	Bacteria	Proteobacteria	S	S	S	S
NOG111551	Bacteria	Proteobacteria	S	S	S	S
NOG111555	Bacteria	Proteobacteria	S	S	S	S
NOG111556	Bacteria	Proteobacteria	S	S	S	S
NOG111569	Bacteria	Proteobacteria	S	S	S	S
NOG111570	Bacteria	Proteobacteria	S	S	S	S
NOG11158	Bacteria	Proteobacteria	O	O	O	O
NOG111580	Bacteria	Proteobacteria	S	S	S	S
NOG111584	Bacteria	Proteobacteria	S	S	S	S
NOG111602	Bacteria	Proteobacteria	S	S	S	S
NOG111604	Bacteria	Proteobacteria	S	S	S	S
NOG111629	Bacteria	Proteobacteria	S	S	S	S
NOG111643	Bacteria	Proteobacteria	S	S	S	S
NOG11165	Bacteria	Proteobacteria	S	S	S	S
NOG111654	Bacteria	Proteobacteria	S	S	S	S
NOG111679	Bacteria	Proteobacteria	R	R	R	R
NOG111681	Bacteria	Proteobacteria	S	S	S	S
NOG111705	Bacteria	Proteobacteria	R	R	R	R
NOG11172	Bacteria	Proteobacteria	S	S	S	S
NOG111752	Bacteria	Proteobacteria	S	S	S	S
NOG111765	Bacteria	Proteobacteria	S	S	S	S
NOG111778	Bacteria	Proteobacteria	U	U	U	U
NOG111782	Bacteria	Proteobacteria	S	S	S	S
NOG111792	Bacteria	Proteobacteria	S	S	S	S
NOG111805	Bacteria	Proteobacteria	M	M	M	M
NOG111823	Bacteria	Proteobacteria	S	S	S	S
NOG11183	Bacteria	Proteobacteria	S	S	S	S
NOG111835	Bacteria	Proteobacteria	S	S	S	S
NOG111843	Bacteria	Proteobacteria	S	S	S	S
NOG111858	Bacteria	Proteobacteria	S	S	S	S
NOG111875	Bacteria	Proteobacteria	S	S	S	S
NOG11191	Bacteria	Proteobacteria	K	K	K	K
NOG111950	Bacteria	Proteobacteria	S	S	S	S
NOG111956	Bacteria	Proteobacteria	S	S	S	S
NOG111957	Bacteria	Proteobacteria	S	S	S	S
NOG111966	Bacteria	Proteobacteria	S	S	S	S
NOG111989	Bacteria	Proteobacteria	S	S	S	S
NOG111990	Bacteria	Proteobacteria	R	R	R	R
NOG111991	Bacteria	Proteobacteria	S	S	S	S
NOG111994	Bacteria	Proteobacteria	R	R	R	R
NOG11202	Bacteria	Proteobacteria	S	S	S	S
NOG112028	Bacteria	Proteobacteria	V	V	V	V
NOG11204	Bacteria	Proteobacteria	V	V	V	V
NOG11205	Bacteria	Proteobacteria	S	S	S	S
NOG112059	Bacteria	Proteobacteria	S	S	S	S
NOG112064	Bacteria	Proteobacteria	S	S	S	S
NOG11208	Bacteria	Proteobacteria	T	T	T	T
NOG112081	Bacteria	Proteobacteria	S	S	S	S
NOG112124	Bacteria	Proteobacteria	K	K	K	K
NOG112129	Bacteria	Proteobacteria	S	S	S	S
NOG112154	Bacteria	Proteobacteria	S	S	S	S
NOG11219	Bacteria	Proteobacteria	S	S	S	S
NOG11221	Bacteria	Proteobacteria	O	O	O	O
NOG11222	Bacteria	Proteobacteria	S	S	S	S
NOG112220	Bacteria	Proteobacteria	S	S	S	S
NOG11224	Bacteria	Proteobacteria	S	S	S	S
NOG112247	Bacteria	Proteobacteria	S	S	S	S
NOG11226	Bacteria	Proteobacteria	Z	Z	Z	Z
NOG112268	Bacteria	Proteobacteria	S	S	S	S
NOG112287	Bacteria	Proteobacteria	S	S	S	S
NOG11229	Bacteria	Proteobacteria	E	E	E	E
NOG112294	Bacteria	Proteobacteria	S	S	S	S
NOG11230	Bacteria	Proteobacteria	R	R	R	R
NOG112306	Bacteria	Proteobacteria	K	K	K	K
NOG112326	Bacteria	Proteobacteria	S	S	S	S
NOG112332	Bacteria	Proteobacteria	S	S	S	S
NOG112355	Bacteria	Proteobacteria	S	S	S	S
NOG112371	Bacteria	Proteobacteria	S	S	S	S
NOG11239	Bacteria	Proteobacteria	R	R	R	R
NOG11241	Bacteria	Proteobacteria	S	S	S	S
NOG11242	Bacteria	Proteobacteria	R	R	R	R
NOG11243	Bacteria	Proteobacteria	K	K	K	K
NOG112433	Bacteria	Proteobacteria	S	S	S	S
NOG11245	Bacteria	Proteobacteria	S	S	S	S
NOG11250	Bacteria	Proteobacteria	V	V	V	V
NOG11252	Bacteria	Proteobacteria	S	S	S	S
NOG112543	Bacteria	Proteobacteria	S	S	S	S
NOG11255	Bacteria	Proteobacteria	S	S	S	S
NOG112550	Bacteria	Proteobacteria	S	S	S	S
NOG112557	Bacteria	Proteobacteria	U	U	U	U
NOG112569	Bacteria	Proteobacteria	S	S	S	S
NOG112578	Bacteria	Proteobacteria	S	S	S	S
NOG112584	Bacteria	Proteobacteria	K	K	K	K
NOG112585	Bacteria	Proteobacteria	S	S	S	S
NOG112588	Bacteria	Proteobacteria	S	S	S	S
NOG112591	Bacteria	Proteobacteria	S	S	S	S
NOG112596	Bacteria	Proteobacteria	S	S	S	S
NOG112611	Bacteria	Proteobacteria	S	S	S	S
NOG112612	Bacteria	Proteobacteria	S	S	S	S
NOG112636	Bacteria	Proteobacteria	S	S	S	S
NOG112648	Bacteria	Proteobacteria	S	S	S	S
NOG112649	Bacteria	Proteobacteria	S	S	S	S
NOG112683	Bacteria	Proteobacteria	S	S	S	S
NOG112692	Bacteria	Proteobacteria	S	S	S	S
NOG112694	Bacteria	Proteobacteria	S	S	S	S
NOG11270	Bacteria	Proteobacteria	S	S	S	S
NOG112721	Bacteria	Proteobacteria	S	S	S	S
NOG112733	Bacteria	Proteobacteria	S	S	S	S
NOG11274	Bacteria	Proteobacteria	U	U	U	U
NOG112752	Bacteria	Proteobacteria	S	S	S	S
NOG112764	Bacteria	Proteobacteria	S	S	S	S
NOG11278	Bacteria	Proteobacteria	S	S	S	S
NOG11282	Bacteria	Proteobacteria	R	R	R	R
NOG11284	Bacteria	Proteobacteria	S	S	S	S
NOG112841	Bacteria	Proteobacteria	S	S	S	S
NOG112849	Bacteria	Proteobacteria	R	R	R	R
NOG112854	Bacteria	Proteobacteria	S	S	S	S
NOG112862	Bacteria	Proteobacteria	S	S	S	S
NOG112865	Bacteria	Proteobacteria	R	R	R	R
NOG112887	Bacteria	Proteobacteria	S	S	S	S
NOG112919	Bacteria	Proteobacteria	O	O	O	O
NOG112925	Bacteria	Proteobacteria	S	S	S	S
NOG112927	Bacteria	Proteobacteria	S	S	S	S
NOG112929	Bacteria	Proteobacteria	R	R	R	R
NOG11296	Bacteria	Proteobacteria	M	M	M	M
NOG112971	Bacteria	Proteobacteria	O	O	O	O
NOG112973	Bacteria	Proteobacteria	S	S	S	S
NOG11302	Bacteria	Proteobacteria	R	R	R	R
NOG113023	Bacteria	Proteobacteria	S	S	S	S
NOG113030	Bacteria	Proteobacteria	S	S	S	S
NOG113031	Bacteria	Proteobacteria	S	S	S	S
NOG113037	Bacteria	Proteobacteria	R	R	R	R
NOG11304	Bacteria	Proteobacteria	O	O	O	O
NOG113053	Bacteria	Proteobacteria	O	O	O	O
NOG113060	Bacteria	Proteobacteria	R	R	R	R
NOG113062	Bacteria	Proteobacteria	S	S	S	S
NOG11308	Bacteria	Proteobacteria	S	S	S	S
NOG113096	Bacteria	Proteobacteria	S	S	S	S
NOG11311	Bacteria	Proteobacteria	S	S	S	S
NOG113111	Bacteria	Proteobacteria	S	S	S	S
NOG113118	Bacteria	Proteobacteria	S	S	S	S
NOG113122	Bacteria	Proteobacteria	S	S	S	S
NOG113165	Bacteria	Proteobacteria	S	S	S	S
NOG11318	Bacteria	Proteobacteria	S	S	S	S
NOG113181	Bacteria	Proteobacteria	R	R	R	R
NOG113186	Bacteria	Proteobacteria	S	S	S	S
NOG113197	Bacteria	Proteobacteria	U	U	U	U
NOG11320	Bacteria	Proteobacteria	S	S	S	S
NOG113228	Bacteria	Proteobacteria	U	U	U	U
NOG113237	Bacteria	Proteobacteria	S	S	S	S
NOG113243	Bacteria	Proteobacteria	S	S	S	S
NOG11325	Bacteria	Proteobacteria	G	G	G	G
NOG113260	Bacteria	Proteobacteria	S	S	S	S
NOG113269	Bacteria	Proteobacteria	S	S	S	S
NOG113274	Bacteria	Proteobacteria	U	U	U	U
NOG113291	Bacteria	Proteobacteria	O	O	O	O
NOG113318	Bacteria	Proteobacteria	S	S	S	S
NOG11334	Bacteria	Proteobacteria	K	K	K	K
NOG113342	Bacteria	Proteobacteria	S	S	S	S
NOG11336	Bacteria	Proteobacteria	L	L	L	L
NOG113369	Bacteria	Proteobacteria	S	S	S	S
NOG11337	Bacteria	Proteobacteria	S	S	S	S
NOG113377	Bacteria	Proteobacteria	S	S	S	S
NOG113379	Bacteria	Proteobacteria	P	P	P	P
NOG113393	Bacteria	Proteobacteria	S	S	S	S
NOG11340	Bacteria	Proteobacteria	K	K	K	K
NOG113400	Bacteria	Proteobacteria	S	S	S	S
NOG113438	Bacteria	Proteobacteria	S	S	S	S
NOG11345	Bacteria	Proteobacteria	R	R	R	R
NOG11348	Bacteria	Proteobacteria	K	K	K	K
NOG113492	Bacteria	Proteobacteria	S	S	S	S
NOG113496	Bacteria	Proteobacteria	S	S	S	S
NOG113499	Bacteria	Proteobacteria	S	S	S	S
NOG113500	Bacteria	Proteobacteria	S	S	S	S
NOG113514	Bacteria	Proteobacteria	S	S	S	S
NOG113518	Bacteria	Proteobacteria	S	S	S	S
NOG113520	Bacteria	Proteobacteria	S	S	S	S
NOG11357	Bacteria	Proteobacteria	O	O	O	O
NOG113583	Bacteria	Proteobacteria	S	S	S	S
NOG11359	Bacteria	Proteobacteria	S	S	S	S
NOG113593	Bacteria	Proteobacteria	R	R	R	R
NOG113595	Bacteria	Proteobacteria	S	S	S	S
NOG113599	Bacteria	Proteobacteria	S	S	S	S
NOG11360	Bacteria	Proteobacteria	M	M	M	M
NOG113602	Bacteria	Proteobacteria	S	S	S	S
NOG11364	Bacteria	Proteobacteria	E	E	E	E
NOG11366	Bacteria	Proteobacteria	I	I	I	I
NOG113678	Bacteria	Proteobacteria	S	S	S	S
NOG113688	Bacteria	Proteobacteria	S	S	S	S
NOG11369	Bacteria	Proteobacteria	S	S	S	S
NOG113693	Bacteria	Proteobacteria	S	S	S	S
NOG113710	Bacteria	Proteobacteria	S	S	S	S
NOG113723	Bacteria	Proteobacteria	R	R	R	R
NOG11376	Bacteria	Proteobacteria	U	U	U	U
NOG113786	Bacteria	Proteobacteria	S	S	S	S
NOG11381	Bacteria	Proteobacteria	S	S	S	S
NOG113819	Bacteria	Proteobacteria	S	S	S	S
NOG11382	Bacteria	Proteobacteria	J	J	J	J
NOG113831	Bacteria	Proteobacteria	S	S	S	S
NOG113835	Bacteria	Proteobacteria	S	S	S	S
NOG113873	Bacteria	Proteobacteria	S	S	S	S
NOG113879	Bacteria	Proteobacteria	S	S	S	S
NOG113880	Bacteria	Proteobacteria	S	S	S	S
NOG113920	Bacteria	Proteobacteria	S	S	S	S
NOG113923	Bacteria	Proteobacteria	S	S	S	S
NOG113933	Bacteria	Proteobacteria	S	S	S	S
NOG11396	Bacteria	Proteobacteria	S	S	S	S
NOG113964	Bacteria	Proteobacteria	S	S	S	S
NOG113966	Bacteria	Proteobacteria	S	S	S	S
NOG113977	Bacteria	Proteobacteria	S	S	S	S
NOG113981	Bacteria	Proteobacteria	S	S	S	S
NOG113987	Bacteria	Proteobacteria	S	S	S	S
NOG113992	Bacteria	Proteobacteria	S	S	S	S
NOG114004	Bacteria	Proteobacteria	M	M	M	M
NOG11401	Bacteria	Proteobacteria	R	R	R	R
NOG11403	Bacteria	Proteobacteria	R	R	R	R
NOG114034	Bacteria	Proteobacteria	S	S	S	S
NOG114039	Bacteria	Proteobacteria	R	R	R	R
NOG114061	Bacteria	Proteobacteria	S	S	S	S
NOG114085	Bacteria	Proteobacteria	U	U	U	U
NOG11409	Bacteria	Proteobacteria	S	S	S	S
NOG11410	Bacteria	Proteobacteria	S	S	S	S
NOG114111	Bacteria	Proteobacteria	S	S	S	S
NOG114143	Bacteria	Proteobacteria	S	S	S	S
NOG11415	Bacteria	Proteobacteria	C	C	C	C
NOG114152	Bacteria	Proteobacteria	S	S	S	S
NOG114164	Bacteria	Proteobacteria	R	R	R	R
NOG114168	Bacteria	Proteobacteria	S	S	S	S
NOG114180	Bacteria	Proteobacteria	S	S	S	S
NOG11419	Bacteria	Proteobacteria	R	R	R	R
NOG114201	Bacteria	Proteobacteria	S	S	S	S
NOG114257	Bacteria	Proteobacteria	S	S	S	S
NOG11426	Bacteria	Proteobacteria	S	S	S	S
NOG114266	Bacteria	Proteobacteria	S	S	S	S
NOG11428	Bacteria	Proteobacteria	S	S	S	S
NOG114294	Bacteria	Proteobacteria	S	S	S	S
NOG114300	Bacteria	Proteobacteria	S	S	S	S
NOG114311	Bacteria	Proteobacteria	S	S	S	S
NOG114320	Bacteria	Proteobacteria	S	S	S	S
NOG114324	Bacteria	Proteobacteria	S	S	S	S
NOG11433	Bacteria	Proteobacteria	S	S	S	S
NOG11435	Bacteria	Proteobacteria	S	S	S	S
NOG114357	Bacteria	Proteobacteria	S	S	S	S
NOG114384	Bacteria	Proteobacteria	S	S	S	S
NOG114388	Bacteria	Proteobacteria	S	S	S	S
NOG11440	Bacteria	Proteobacteria	G	G	G	G
NOG114418	Bacteria	Proteobacteria	S	S	S	S
NOG11442	Bacteria	Proteobacteria	S	S	S	S
NOG114424	Bacteria	Proteobacteria	S	S	S	S
NOG114431	Bacteria	Proteobacteria	S	S	S	S
NOG11445	Bacteria	Proteobacteria	S	S	S	S
NOG114463	Bacteria	Proteobacteria	S	S	S	S
NOG11447	Bacteria	Proteobacteria	O	O	O	O
NOG114475	Bacteria	Proteobacteria	S	S	S	S
NOG114484	Bacteria	Proteobacteria	S	S	S	S
NOG114487	Bacteria	Proteobacteria	S	S	S	S
NOG114499	Bacteria	Proteobacteria	T	T	T	T
NOG114514	Bacteria	Proteobacteria	S	S	S	S
NOG114516	Bacteria	Proteobacteria	S	S	S	S
NOG114519	Bacteria	Proteobacteria	S	S	S	S
NOG11452	Bacteria	Proteobacteria	R	R	R	R
NOG11453	Bacteria	Proteobacteria	U	U	U	U
NOG114537	Bacteria	Proteobacteria	S	S	S	S
NOG114541	Bacteria	Proteobacteria	S	S	S	S
NOG114543	Bacteria	Proteobacteria	S	S	S	S
NOG114544	Bacteria	Proteobacteria	S	S	S	S
NOG114547	Bacteria	Proteobacteria	K	K	K	K
NOG114551	Bacteria	Proteobacteria	S	S	S	S
NOG114557	Bacteria	Proteobacteria	M	M	M	M
NOG11456	Bacteria	Proteobacteria	S	S	S	S
NOG114565	Bacteria	Proteobacteria	S	S	S	S
NOG11457	Bacteria	Proteobacteria	S	S	S	S
NOG114583	Bacteria	Proteobacteria	S	S	S	S
NOG114593	Bacteria	Proteobacteria	S	S	S	S
NOG114613	Bacteria	Proteobacteria	S	S	S	S
NOG114617	Bacteria	Proteobacteria	S	S	S	S
NOG114622	Bacteria	Proteobacteria	S	S	S	S
NOG114625	Bacteria	Proteobacteria	S	S	S	S
NOG114633	Bacteria	Proteobacteria	T	T	T	T
NOG114640	Bacteria	Proteobacteria	S	S	S	S
NOG114642	Bacteria	Proteobacteria	S	S	S	S
NOG114645	Bacteria	Proteobacteria	S	S	S	S
NOG114646	Bacteria	Proteobacteria	S	S	S	S
NOG114665	Bacteria	Proteobacteria	S	S	S	S
NOG114676	Bacteria	Proteobacteria	S	S	S	S
NOG114682	Bacteria	Proteobacteria	S	S	S	S
NOG114688	Bacteria	Proteobacteria	S	S	S	S
NOG11473	Bacteria	Proteobacteria	O	O	O	O
NOG114742	Bacteria	Proteobacteria	S	S	S	S
NOG114745	Bacteria	Proteobacteria	S	S	S	S
NOG114774	Bacteria	Proteobacteria	S	S	S	S
NOG114777	Bacteria	Proteobacteria	R	R	R	R
NOG114807	Bacteria	Proteobacteria	S	S	S	S
NOG114832	Bacteria	Proteobacteria	S	S	S	S
NOG114843	Bacteria	Proteobacteria	S	S	S	S
NOG114845	Bacteria	Proteobacteria	I	I	I	I
NOG114854	Bacteria	Proteobacteria	K	K	K	K
NOG11486	Bacteria	Proteobacteria	S	S	S	S
NOG114863	Bacteria	Proteobacteria	S	S	S	S
NOG114884	Bacteria	Proteobacteria	S	S	S	S
NOG114902	Bacteria	Proteobacteria	S	S	S	S
NOG114914	Bacteria	Proteobacteria	R	R	R	R
NOG114925	Bacteria	Proteobacteria	S	S	S	S
NOG11493	Bacteria	Proteobacteria	E	E	E	E
NOG114932	Bacteria	Proteobacteria	S	S	S	S
NOG114936	Bacteria	Proteobacteria	B	B	B	B
NOG114944	Bacteria	Proteobacteria	S	S	S	S
NOG114945	Bacteria	Proteobacteria	S	S	S	S
NOG11496	Bacteria	Proteobacteria	S	S	S	S
NOG11498	Bacteria	Proteobacteria	S	S	S	S
NOG115002	Bacteria	Proteobacteria	S	S	S	S
NOG11502	Bacteria	Proteobacteria	U	U	U	U
NOG11503	Bacteria	Proteobacteria	S	S	S	S
NOG11506	Bacteria	Proteobacteria	R	R	R	R
NOG115063	Bacteria	Proteobacteria	K	K	K	K
NOG115073	Bacteria	Proteobacteria	S	S	S	S
NOG115075	Bacteria	Proteobacteria	S	S	S	S
NOG115089	Bacteria	Proteobacteria	S	S	S	S
NOG115091	Bacteria	Proteobacteria	S	S	S	S
NOG115096	Bacteria	Proteobacteria	S	S	S	S
NOG115102	Bacteria	Proteobacteria	S	S	S	S
NOG115104	Bacteria	Proteobacteria	L	L	L	L
NOG115106	Bacteria	Proteobacteria	S	S	S	S
NOG115137	Bacteria	Proteobacteria	S	S	S	S
NOG115143	Bacteria	Proteobacteria	S	S	S	S
NOG115146	Bacteria	Proteobacteria	S	S	S	S
NOG11515	Bacteria	Proteobacteria	T	T	T	T
NOG11516	Bacteria	Proteobacteria	U	U	U	U
NOG115181	Bacteria	Proteobacteria	S	S	S	S
NOG11520	Bacteria	Proteobacteria	P	P	P	P
NOG115208	Bacteria	Proteobacteria	S	S	S	S
NOG11521	Bacteria	Proteobacteria	T	T	T	T
NOG11522	Bacteria	Proteobacteria	S	S	S	S
NOG115228	Bacteria	Proteobacteria	S	S	S	S
NOG115255	Bacteria	Proteobacteria	S	S	S	S
NOG115268	Bacteria	Proteobacteria	R	R	R	R
NOG115293	Bacteria	Proteobacteria	S	S	S	S
NOG115309	Bacteria	Proteobacteria	G	G	G	G
NOG11531	Bacteria	Proteobacteria	R	R	R	R
NOG115310	Bacteria	Proteobacteria	S	S	S	S
NOG115312	Bacteria	Proteobacteria	S	S	S	S
NOG115324	Bacteria	Proteobacteria	S	S	S	S
NOG115329	Bacteria	Proteobacteria	S	S	S	S
NOG11536	Bacteria	Proteobacteria	U	U	U	U
NOG115377	Bacteria	Proteobacteria	S	S	S	S
NOG115382	Bacteria	Proteobacteria	S	S	S	S
NOG115384	Bacteria	Proteobacteria	S	S	S	S
NOG115385	Bacteria	Proteobacteria	S	S	S	S
NOG115388	Bacteria	Proteobacteria	S	S	S	S
NOG115419	Bacteria	Proteobacteria	S	S	S	S
NOG115422	Bacteria	Proteobacteria	S	S	S	S
NOG115429	Bacteria	Proteobacteria	S	S	S	S
NOG11543	Bacteria	Proteobacteria	S	S	S	S
NOG115438	Bacteria	Proteobacteria	S	S	S	S
NOG115493	Bacteria	Proteobacteria	S	S	S	S
NOG115498	Bacteria	Proteobacteria	S	S	S	S
NOG115517	Bacteria	Proteobacteria	S	S	S	S
NOG11552	Bacteria	Proteobacteria	S	S	S	S
NOG115527	Bacteria	Proteobacteria	S	S	S	S
NOG115561	Bacteria	Proteobacteria	S	S	S	S
NOG115573	Bacteria	Proteobacteria	U	U	U	U
NOG115590	Bacteria	Proteobacteria	B	B	B	B
NOG115595	Bacteria	Proteobacteria	U	U	U	U
NOG115607	Bacteria	Proteobacteria	S	S	S	S
NOG115638	Bacteria	Proteobacteria	R	R	R	R
NOG11565	Bacteria	Proteobacteria	O	O	O	O
NOG115663	Bacteria	Proteobacteria	R	R	R	R
NOG11567	Bacteria	Proteobacteria	G	G	G	G
NOG115676	Bacteria	Proteobacteria	S	S	S	S
NOG115703	Bacteria	Proteobacteria	S	S	S	S
NOG11572	Bacteria	Proteobacteria	C	C	C	C
NOG115723	Bacteria	Proteobacteria	S	S	S	S
NOG115738	Bacteria	Proteobacteria	S	S	S	S
NOG11575	Bacteria	Proteobacteria	R	R	R	R
NOG115750	Bacteria	Proteobacteria	S	S	S	S
NOG11576	Bacteria	Proteobacteria	S	S	S	S
NOG115780	Bacteria	Proteobacteria	S	S	S	S
NOG115792	Bacteria	Proteobacteria	R	R	R	R
NOG115820	Bacteria	Proteobacteria	K	K	K	K
NOG115826	Bacteria	Proteobacteria	R	R	R	R
NOG115827	Bacteria	Proteobacteria	O	O	O	O
NOG115834	Bacteria	Proteobacteria	V	V	V	V
NOG115848	Bacteria	Proteobacteria	S	S	S	S
NOG115857	Bacteria	Proteobacteria	S	S	S	S
NOG11586	Bacteria	Proteobacteria	R	R	R	R
NOG115860	Bacteria	Proteobacteria	S	S	S	S
NOG115864	Bacteria	Proteobacteria	S	S	S	S
NOG115865	Bacteria	Proteobacteria	S	S	S	S
NOG115876	Bacteria	Proteobacteria	S	S	S	S
NOG115885	Bacteria	Proteobacteria	S	S	S	S
NOG115888	Bacteria	Proteobacteria	S	S	S	S
NOG115898	Bacteria	Proteobacteria	S	S	S	S
NOG115927	Bacteria	Proteobacteria	S	S	S	S
NOG11593	Bacteria	Proteobacteria	T	T	T	T
NOG115944	Bacteria	Proteobacteria	T	T	T	T
NOG115957	Bacteria	Proteobacteria	S	S	S	S
NOG115970	Bacteria	Proteobacteria	S	S	S	S
NOG11598	Bacteria	Proteobacteria	S	S	S	S
NOG115992	Bacteria	Proteobacteria	T	T	T	T
NOG116022	Bacteria	Proteobacteria	S	S	S	S
NOG116027	Bacteria	Proteobacteria	S	S	S	S
NOG11604	Bacteria	Proteobacteria	S	S	S	S
NOG116060	Bacteria	Proteobacteria	S	S	S	S
NOG116082	Bacteria	Proteobacteria	S	S	S	S
NOG11609	Bacteria	Proteobacteria	T	T	T	T
NOG116102	Bacteria	Proteobacteria	S	S	S	S
NOG116104	Bacteria	Proteobacteria	S	S	S	S
NOG116114	Bacteria	Proteobacteria	S	S	S	S
NOG116116	Bacteria	Proteobacteria	S	S	S	S
NOG116134	Bacteria	Proteobacteria	S	S	S	S
NOG116181	Bacteria	Proteobacteria	S	S	S	S
NOG116238	Bacteria	Proteobacteria	S	S	S	S
NOG11624	Bacteria	Proteobacteria	V	V	V	V
NOG116246	Bacteria	Proteobacteria	S	S	S	S
NOG116248	Bacteria	Proteobacteria	U	U	U	U
NOG11625	Bacteria	Proteobacteria	U	U	U	U
NOG116265	Bacteria	Proteobacteria	S	S	S	S
NOG116271	Bacteria	Proteobacteria	S	S	S	S
NOG116292	Bacteria	Proteobacteria	S	S	S	S
NOG116294	Bacteria	Proteobacteria	S	S	S	S
NOG116307	Bacteria	Proteobacteria	S	S	S	S
NOG116327	Bacteria	Proteobacteria	S	S	S	S
NOG116340	Bacteria	Proteobacteria	S	S	S	S
NOG116342	Bacteria	Proteobacteria	S	S	S	S
NOG116347	Bacteria	Proteobacteria	S	S	S	S
NOG116356	Bacteria	Proteobacteria	S	S	S	S
NOG116359	Bacteria	Proteobacteria	S	S	S	S
NOG116375	Bacteria	Proteobacteria	S	S	S	S
NOG116391	Bacteria	Proteobacteria	S	S	S	S
NOG116393	Bacteria	Proteobacteria	S	S	S	S
NOG11640	Bacteria	Proteobacteria	V	V	V	V
NOG116424	Bacteria	Proteobacteria	S	S	S	S
NOG11643	Bacteria	Proteobacteria	E	E	E	E
NOG116445	Bacteria	Proteobacteria	S	S	S	S
NOG116457	Bacteria	Proteobacteria	S	S	S	S
NOG11646	Bacteria	Proteobacteria	K	K	K	K
NOG116462	Bacteria	Proteobacteria	S	S	S	S
NOG116472	Bacteria	Proteobacteria	S	S	S	S
NOG116486	Bacteria	Proteobacteria	S	S	S	S
NOG116488	Bacteria	Proteobacteria	R	R	R	R
NOG11649	Bacteria	Proteobacteria	S	S	S	S
NOG116490	Bacteria	Proteobacteria	S	S	S	S
NOG116497	Bacteria	Proteobacteria	S	S	S	S
NOG116499	Bacteria	Proteobacteria	S	S	S	S
NOG116524	Bacteria	Proteobacteria	S	S	S	S
NOG116529	Bacteria	Proteobacteria	R	R	R	R
NOG11653	Bacteria	Proteobacteria	O	O	O	O
NOG11655	Bacteria	Proteobacteria	S	S	S	S
NOG116588	Bacteria	Proteobacteria	S	S	S	S
NOG116593	Bacteria	Proteobacteria	S	S	S	S
NOG116600	Bacteria	Proteobacteria	S	S	S	S
NOG116619	Bacteria	Proteobacteria	S	S	S	S
NOG11662	Bacteria	Proteobacteria	S	S	S	S
NOG116633	Bacteria	Proteobacteria	K	K	K	K
NOG116642	Bacteria	Proteobacteria	S	S	S	S
NOG116660	Bacteria	Proteobacteria	S	S	S	S
NOG116668	Bacteria	Proteobacteria	S	S	S	S
NOG11668	Bacteria	Proteobacteria	S	S	S	S
NOG11670	Bacteria	Proteobacteria	R	R	R	R
NOG116725	Bacteria	Proteobacteria	R	R	R	R
NOG116726	Bacteria	Proteobacteria	S	S	S	S
NOG116730	Bacteria	Proteobacteria	S	S	S	S
NOG116767	Bacteria	Proteobacteria	S	S	S	S
NOG11679	Bacteria	Proteobacteria	O	O	O	O
NOG116803	Bacteria	Proteobacteria	S	S	S	S
NOG116818	Bacteria	Proteobacteria	S	S	S	S
NOG116840	Bacteria	Proteobacteria	S	S	S	S
NOG116843	Bacteria	Proteobacteria	S	S	S	S
NOG116844	Bacteria	Proteobacteria	S	S	S	S
NOG116853	Bacteria	Proteobacteria	S	S	S	S
NOG116861	Bacteria	Proteobacteria	S	S	S	S
NOG116869	Bacteria	Proteobacteria	S	S	S	S
NOG116875	Bacteria	Proteobacteria	S	S	S	S
NOG116887	Bacteria	Proteobacteria	S	S	S	S
NOG116918	Bacteria	Proteobacteria	S	S	S	S
NOG116931	Bacteria	Proteobacteria	S	S	S	S
NOG116994	Bacteria	Proteobacteria	S	S	S	S
NOG11705	Bacteria	Proteobacteria	S	S	S	S
NOG11706	Bacteria	Proteobacteria	R	R	R	R
NOG117068	Bacteria	Proteobacteria	R	R	R	R
NOG117073	Bacteria	Proteobacteria	S	S	S	S
NOG117074	Bacteria	Proteobacteria	S	S	S	S
NOG117082	Bacteria	Proteobacteria	L	L	L	L
