x;Kingdom;Phylum;Class;Order;Family;Genus
ASV0263;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Dermabacteraceae;Brachybacterium
ASV0264;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Pasteurella
ASV0265;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Cryobacterium
ASV0266;Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium
ASV0267;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus
ASV0268;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Arthrobacter
ASV0269;Bacteria;NA;NA;NA;NA;NA
ASV0270;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ASV0271;Bacteria;NA;NA;NA;NA;NA
ASV0272;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
ASV0273;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae;Corynebacterium
ASV0274;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Curtobacterium
ASV0275;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Hafnia
ASV0276;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus
ASV0277;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
ASV0278;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV0279;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae_1;Bacillus
ASV0280;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Erwinia
ASV0281;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae_1;Bacillus
ASV0282;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;Micromonospora
ASV0283;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae;Corynebacterium
ASV0284;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas
ASV0285;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV0286;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
ASV0287;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae;Corynebacterium
ASV0288;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV0289;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Bombella
ASV0290;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Pelomonas
ASV0291;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas
ASV0292;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter
ASV0293;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Carnimonas
ASV0294;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
ASV0295;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV0296;Bacteria;NA;NA;NA;NA;NA
ASV0297;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Phyllobacterium
ASV0298;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Paenibacillus
ASV0299;Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Tumebacillus
ASV0300;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
ASV0301;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;NA
ASV0302;Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA
ASV0303;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;NA
ASV0304;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;NA
ASV0305;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Snodgrassella
ASV0306;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus
ASV0307;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptoniphilaceae;Peptoniphilus
ASV0308;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
ASV0309;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV0310;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_Incertae_Sedis_XI;Anaerococcus
ASV0311;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Plantibacter
ASV0312;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV0313;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
ASV0314;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Paenibacillus
ASV0315;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;NA
ASV0316;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;NA
ASV0317;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus
ASV0318;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
ASV0319;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV0320;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia
ASV0321;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV0322;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ASV0323;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria
ASV0324;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV0325;Bacteria;NA;NA;NA;NA;NA
ASV0326;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Dyadobacter
ASV0327;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Sanguibacteraceae;Sanguibacter
ASV0328;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Propionibacterium
ASV0329;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;NA
ASV0330;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Curtobacterium
ASV0331;NA;NA;NA;NA;NA;NA
ASV0332;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium
ASV0333;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Paenibacillus
ASV0334;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Neorhizobium
ASV0335;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
ASV0336;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Curtobacterium
ASV0337;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Curtobacterium
ASV0338;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV0339;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas
ASV0340;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ASV0341;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Sanguibacteraceae;Sanguibacter
ASV0342;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Herbiconiux
ASV0343;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium
ASV0344;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae;Rhodococcus
ASV0345;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Nocardioides
ASV0346;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas
ASV0347;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
ASV0348;Bacteria;NA;NA;NA;NA;NA
ASV0349;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas
ASV0350;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Agrococcus
ASV0351;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Sanguibacteraceae;Sanguibacter
ASV0352;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Methyloversatilis
ASV0353;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
ASV0354;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria
ASV0355;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;NA
ASV0356;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Dyadobacter
ASV0357;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus
ASV0358;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium
ASV0359;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium
ASV0360;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas
ASV0361;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV0362;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella
ASV0363;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_incertae_sedis;Aquabacterium
ASV0364;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
ASV0365;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Erwinia
ASV0366;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Fastidiosipila
ASV0367;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Curtobacterium
ASV0368;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium
ASV0369;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillales_Incertae_Sedis_XII;Exiguobacterium
ASV0370;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae_1;Bacillus
ASV0371;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Curtobacterium
ASV0372;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;NA
ASV0373;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Paenibacillus
ASV0374;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium
ASV0375;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV0376;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas
ASV0377;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Clavibacter
ASV0378;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis
ASV0379;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Nesterenkonia
ASV0380;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Curtobacterium
ASV0381;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_Incertae_Sedis_XI;Anaerococcus
ASV0382;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NA
ASV0383;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter
ASV0384;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Plantibacter
ASV0385;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_Incertae_Sedis_XI;Anaerococcus
ASV0386;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;NA
ASV0387;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Curtobacterium
ASV0388;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Curtobacterium
ASV0389;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Dyadobacter
ASV0390;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister
ASV0391;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
ASV0392;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Curtobacterium
ASV0393;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
ASV0394;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV0395;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces
ASV0396;Bacteria;Cyanobacteria/Chloroplast;Cyanobacteria;Family_I;GpI;NA
ASV0397;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ASV0398;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax
ASV0399;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
ASV0400;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;NA
ASV0401;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Sanguibacteraceae;Sanguibacter
ASV0402;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;NA
ASV0403;Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella
ASV0404;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia
ASV0405;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
ASV0406;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
ASV0407;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Curtobacterium
ASV0408;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Curtobacterium
ASV0409;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Sanguibacteraceae;Sanguibacter
ASV0410;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV0411;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis
ASV0412;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV0413;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillales_Incertae_Sedis_XII;Exiguobacterium
ASV0414;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Pseudonocardiaceae;Actinomycetospora
ASV0415;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;NA
ASV0416;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas
ASV0417;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Clavibacter
ASV0418;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae_1;NA
ASV0419;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces
ASV0420;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
ASV0421;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;NA
ASV0422;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Curtobacterium
ASV0423;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_Incertae_Sedis_XI;Anaerococcus
ASV0424;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Thiopseudomonas
ASV0425;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Providencia
ASV0426;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas
ASV0427;Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA
ASV0428;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Curtobacterium
ASV0429;Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Tumebacillus
ASV0430;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Frondihabitans
ASV0431;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV0432;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Actinobacillus
ASV0433;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium
ASV0434;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium
ASV0435;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;NA
ASV0436;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;NA
ASV0437;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Clavibacter
ASV0438;Bacteria;Proteobacteria;Gammaproteobacteria;Orbales;Orbaceae;Gilliamella
ASV0439;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia
ASV0440;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae_1;Bacillus
ASV0441;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus
ASV0442;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;NA
ASV0443;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces
ASV0444;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planomicrobium
ASV0445;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae_1;Bacillus
ASV0446;NA;NA;NA;NA;NA;NA
ASV0447;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
ASV0448;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Sanguibacteraceae;Sanguibacter
ASV0449;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NA
ASV0450;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Curtobacterium
ASV0451;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodopseudomonas
ASV0452;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_Incertae_Sedis_XI;Anaerococcus
ASV0453;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Curtobacterium
ASV0454;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas
ASV0455;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia
ASV0456;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Myxococcus
ASV0457;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria
ASV0458;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Skermanella
ASV0459;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus
ASV0460;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;NA
ASV0461;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces
ASV0462;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV0463;Bacteria;NA;NA;NA;NA;NA
ASV0464;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus
ASV0465;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ASV0466;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Leifsonia
ASV0467;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV0468;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Sanguibacteraceae;Sanguibacter
ASV0469;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Dermacoccaceae;Dermacoccus
ASV0470;Bacteria;NA;NA;NA;NA;NA
ASV0471;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Brevibacteriaceae;Brevibacterium
ASV0472;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Vagococcus
ASV0473;Bacteria;Cyanobacteria/Chloroplast;Cyanobacteria;Family_I;GpI;NA
ASV0474;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae;Rhodococcus
ASV0475;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium
ASV0476;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV0477;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Advenella
ASV0478;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Nitrobacter
ASV0479;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ASV0480;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas
ASV0481;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Sanguibacteraceae;Sanguibacter
ASV0482;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Plantibacter
ASV0483;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV0484;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae;Corynebacterium
ASV0485;Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus
ASV0486;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium
ASV0487;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Curtobacterium
ASV0488;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Sanguibacteraceae;Sanguibacter
ASV0489;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Adhaeribacter
ASV0490;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus
ASV0491;Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Tumebacillus
ASV0492;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Paenibacillus
ASV0493;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Aureimonas
ASV0494;Bacteria;NA;NA;NA;NA;NA
ASV0495;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella
ASV0496;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Sanguibacteraceae;Sanguibacter
ASV0497;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium
ASV0498;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ASV0499;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea
ASV0500;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV0501;Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Fructobacillus
ASV0502;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas
ASV0503;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella
ASV0504;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Herbiconiux
ASV0505;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV0506;Bacteria;NA;NA;NA;NA;NA
